Employee Count,Employee ID,Department,Job Role,Gender,Age,Marital Status,Education,Education Field,Business Travel,Distance From Home (kms),Job Involvement,Job Level,Job Satisfaction,Monthly Income (USD),Salary Hike (%),Stock Option Level,Over Time,No. of Companies Worked,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Environment Satisfaction,Training Times Last Year,Work Life Balance,Relationship Satisfaction,Attrition (Yes/No)
1,494,Sales,Sales Representative,Female,21,Single,Bachelor,Life Sciences,Travel_Rarely,12,Very High,1,Medium,2716,15,0,No,1,1,1,0,0,0,High,0,Better,Low,Yes
1,495,Research & Development,Research Scientist,Male,29,Single,Bachelor,Life Sciences,Travel_Rarely,23,High,1,Very High,2201,16,0,No,9,6,3,2,1,2,Very High,4,Better,Very High,No
1,496,Research & Development,Healthcare Representative,Male,35,Single,Master,Life Sciences,Travel_Rarely,9,Medium,2,Medium,6540,19,0,No,9,10,1,1,0,0,High,5,Better,High,No
1,497,Research & Development,Laboratory Technician,Male,27,Divorced,College,Medical,Travel_Rarely,1,High,1,Medium,3816,11,1,No,1,5,5,2,0,4,Very High,2,Better,Medium,No
1,498,Sales,Sales Executive,Male,28,Single,Master,Life Sciences,Travel_Rarely,9,High,2,Very High,5253,16,0,No,1,7,7,5,0,7,Medium,1,Better,Very High,No
1,499,Research & Development,Healthcare Representative,Male,49,Single,Bachelor,Other,Travel_Rarely,7,Medium,3,High,10965,24,0,No,8,26,5,2,0,0,Medium,2,Better,High,No
1,500,Sales,Sales Executive,Female,51,Married,College,Life Sciences,Travel_Rarely,14,High,2,Very High,4936,11,1,No,4,18,7,7,0,7,High,2,Good,High,No
1,501,Research & Development,Research Scientist,Female,36,Married,Bachelor,Life Sciences,Travel_Rarely,2,High,1,High,2543,13,1,No,4,6,2,2,2,2,Very High,3,Better,Medium,No
1,502,Sales,Sales Executive,Male,34,Single,Bachelor,Marketing,Non-Travel,19,Very High,2,Very High,5304,13,0,Yes,8,9,5,2,0,4,Low,3,Good,Medium,Yes
1,505,Research & Development,Manager,Female,55,Single,Bachelor,Life Sciences,Travel_Rarely,2,High,4,Very High,16659,13,0,Yes,2,30,5,4,1,2,High,2,Better,High,No
1,507,Sales,Sales Executive,Female,24,Divorced,Master,Marketing,Travel_Rarely,10,High,2,High,4260,12,1,Yes,1,5,5,2,0,3,Very High,2,Best,Very High,No
1,508,Sales,Sales Representative,Male,30,Married,Below College,Technical Degree,Travel_Rarely,2,High,1,Medium,2476,18,1,No,1,1,1,0,0,0,High,3,Better,Low,No
1,510,Research & Development,Research Scientist,Male,26,Single,Below College,Technical Degree,Travel_Frequently,3,High,1,Low,3102,11,0,No,0,7,6,4,0,4,High,2,Bad,Medium,Yes
1,511,Research & Development,Research Scientist,Female,22,Married,Bachelor,Medical,Travel_Rarely,11,High,1,Medium,2244,13,1,No,1,2,2,1,1,2,Low,1,Better,Very High,No
1,513,Sales,Sales Executive,Male,36,Married,College,Medical,Travel_Rarely,2,Medium,3,High,7596,13,2,No,1,10,10,9,9,0,Medium,2,Better,Medium,No
1,514,Research & Development,Research Scientist,Male,30,Single,Bachelor,Technical Degree,Travel_Frequently,4,High,1,Very High,2285,12,0,Yes,9,3,1,0,0,0,High,4,Bad,Medium,Yes
1,515,Research & Development,Laboratory Technician,Female,37,Divorced,Bachelor,Life Sciences,Travel_Rarely,14,High,1,Low,3034,12,1,No,1,18,18,7,12,17,Very High,2,Good,High,No
1,516,Sales,Sales Executive,Female,40,Divorced,College,Marketing,Travel_Rarely,2,High,2,Medium,5715,12,2,No,7,8,5,4,1,3,Very High,5,Better,High,No
1,517,Research & Development,Laboratory Technician,Female,42,Divorced,Master,Life Sciences,Travel_Rarely,1,High,1,Low,2576,16,1,No,3,8,5,2,1,2,Medium,5,Better,Medium,No
1,518,Research & Development,Manufacturing Director,Male,37,Single,Master,Life Sciences,Travel_Rarely,10,High,2,Medium,4197,12,0,Yes,2,18,1,0,0,1,High,2,Good,Very High,No
1,520,Research & Development,Research Director,Male,43,Divorced,Bachelor,Life Sciences,Travel_Rarely,12,Medium,4,Medium,14336,11,1,No,1,25,25,10,3,9,Low,3,Better,High,No
1,521,Research & Development,Laboratory Technician,Female,40,Married,Bachelor,Medical,Travel_Rarely,2,Medium,2,High,3448,22,1,No,6,20,1,0,0,0,Medium,3,Better,Medium,No
1,522,Research & Development,Research Director,Male,54,Married,College,Medical,Travel_Rarely,5,High,5,Low,19406,11,1,No,4,24,4,2,1,2,Low,4,Good,High,No
1,523,Sales,Sales Executive,Female,34,Married,Master,Marketing,Non-Travel,4,High,2,High,6538,15,1,No,9,6,3,2,1,2,High,3,Better,Low,No
1,524,Research & Development,Manufacturing Director,Female,31,Married,College,Medical,Travel_Rarely,7,High,2,Low,4306,12,1,No,1,13,13,10,3,12,Medium,5,Bad,Medium,No
1,525,Research & Development,Laboratory Technician,Male,43,Married,Bachelor,Medical,Travel_Frequently,21,High,1,Very High,2258,20,1,No,7,8,3,2,1,2,Very High,1,Better,Low,No
1,526,Research & Development,Healthcare Representative,Female,43,Divorced,Master,Other,Travel_Rarely,8,High,2,High,4522,14,0,Yes,4,8,5,2,0,2,High,3,Better,Very High,No
1,527,Sales,Sales Executive,Female,25,Single,College,Life Sciences,Travel_Rarely,4,Medium,2,Very High,4487,11,0,Yes,1,5,5,4,1,3,Medium,3,Better,Medium,No
1,529,Research & Development,Research Scientist,Female,37,Married,Doctor,Medical,Non-Travel,25,High,2,High,4449,15,2,Yes,3,15,13,11,10,7,Medium,2,Better,Low,No
1,530,Research & Development,Laboratory Technician,Male,31,Married,College,Life Sciences,Travel_Rarely,1,Medium,1,Low,2218,12,1,No,1,4,4,2,3,2,Very High,3,Better,High,No
1,531,Research & Development,Manager,Male,39,Divorced,Below College,Life Sciences,Travel_Frequently,1,High,5,High,19197,14,1,Yes,1,21,21,8,1,6,Medium,3,Better,High,No
1,532,Sales,Sales Executive,Female,56,Married,Bachelor,Life Sciences,Travel_Frequently,6,Very High,4,Low,13212,11,3,No,9,36,7,7,7,7,High,0,Good,Very High,No
1,533,Sales,Sales Executive,Female,30,Single,Bachelor,Technical Degree,Travel_Rarely,12,High,2,High,6577,11,0,No,0,6,5,4,4,4,Medium,6,Better,Medium,No
1,534,Sales,Sales Executive,Male,41,Married,Bachelor,Marketing,Travel_Rarely,1,Very High,3,Low,8392,16,1,No,1,10,10,7,0,7,Medium,2,Better,High,No
1,536,Research & Development,Laboratory Technician,Male,28,Divorced,College,Medical,Travel_Rarely,17,High,2,Low,4558,12,1,No,1,10,10,0,1,8,High,2,Better,Very High,No
1,538,Research & Development,Laboratory Technician,Male,25,Married,Bachelor,Medical,Travel_Rarely,3,High,1,Low,4031,13,1,No,5,6,2,2,0,2,Low,5,Bad,Medium,Yes
1,543,Research & Development,Manufacturing Director,Male,52,Married,Bachelor,Medical,Travel_Rarely,3,Medium,3,High,7969,14,0,Yes,2,28,5,4,0,4,Very High,4,Better,High,No
1,544,Research & Development,Research Scientist,Male,45,Married,College,Life Sciences,Travel_Rarely,10,High,1,Very High,2654,21,2,No,3,8,2,2,0,2,Low,3,Good,Very High,No
1,546,Research & Development,Manager,Female,52,Married,College,Life Sciences,Travel_Rarely,4,High,4,Very High,16555,13,0,No,2,31,5,2,1,4,Very High,2,Bad,Very High,No
1,547,Research & Development,Research Scientist,Female,42,Divorced,College,Life Sciences,Travel_Frequently,29,High,2,High,4556,11,1,No,2,19,5,4,0,2,Low,3,Better,Medium,No
1,548,Research & Development,Manufacturing Director,Female,30,Single,Bachelor,Life Sciences,Travel_Rarely,2,Low,2,Very High,6091,20,0,No,2,11,5,4,0,2,High,2,Better,High,No
1,549,Research & Development,Manager,Female,60,Married,Bachelor,Life Sciences,Travel_Rarely,7,High,5,Low,19566,11,0,No,5,33,29,8,11,10,Low,5,Bad,Very High,No
1,550,Research & Development,Manufacturing Director,Female,46,Divorced,Bachelor,Medical,Travel_Rarely,18,High,2,High,4810,14,1,No,2,19,10,7,0,8,High,5,Good,High,No
1,551,Research & Development,Healthcare Representative,Female,42,Married,Master,Technical Degree,Travel_Frequently,28,Medium,2,Very High,4523,11,3,No,0,7,6,5,0,4,Very High,4,Best,Very High,No
1,554,Sales,Sales Representative,Female,24,Single,Below College,Technical Degree,Travel_Rarely,1,High,1,Medium,3202,16,0,Yes,1,6,5,3,1,4,Low,4,Bad,Medium,Yes
1,555,Sales,Sales Representative,Female,34,Divorced,College,Marketing,Travel_Frequently,6,Low,1,High,2351,16,1,No,0,3,2,2,1,0,Very High,3,Bad,Medium,Yes
1,556,Research & Development,Laboratory Technician,Male,38,Married,College,Life Sciences,Travel_Frequently,2,High,1,Very High,1702,23,1,Yes,1,1,1,0,0,0,Very High,3,Better,High,No
1,558,Sales,Manager,Female,40,Married,Master,Life Sciences,Travel_Rarely,2,High,5,High,18041,14,0,No,0,21,20,15,1,12,High,2,Better,Very High,No
1,560,Research & Development,Research Scientist,Female,26,Divorced,Bachelor,Life Sciences,Travel_Rarely,23,High,1,Very High,2886,22,2,No,1,3,3,2,0,2,Low,3,Bad,Medium,No
1,562,Research & Development,Laboratory Technician,Male,30,Married,Bachelor,Life Sciences,Non-Travel,3,High,1,Very High,2097,15,1,No,4,9,5,3,1,4,High,3,Bad,High,No
1,564,Research & Development,Research Director,Male,29,Married,Master,Medical,Travel_Rarely,3,Medium,3,High,11935,18,0,No,1,10,10,2,0,7,Medium,2,Better,High,No
1,565,Research & Development,Research Scientist,Female,29,Married,Doctor,Technical Degree,Travel_Rarely,25,Medium,1,Medium,2546,16,0,No,5,6,2,2,1,1,High,2,Bad,Medium,Yes
1,566,Human Resources,Human Resources,Male,19,Single,College,Technical Degree,Travel_Rarely,2,Medium,1,Very High,2564,12,0,No,1,1,1,0,0,0,Low,3,Bad,High,Yes
1,567,Sales,Sales Executive,Female,30,Married,Master,Other,Non-Travel,22,High,3,Low,8412,11,0,No,0,10,9,8,7,8,High,3,Better,High,No
1,568,Sales,Manager,Male,57,Divorced,Bachelor,Marketing,Travel_Rarely,29,Medium,4,Very High,14118,12,1,No,3,32,1,0,0,0,Low,3,Good,High,No
1,569,Research & Development,Manager,Male,50,Married,Master,Life Sciences,Travel_Rarely,29,Medium,4,High,17046,15,1,No,0,28,27,10,15,7,Medium,2,Better,Medium,No
1,571,Research & Development,Laboratory Technician,Female,30,Single,Bachelor,Medical,Non-Travel,2,High,1,Very High,2564,14,0,No,0,12,11,7,6,7,High,2,Good,High,No
1,573,Sales,Sales Executive,Female,60,Married,Bachelor,Marketing,Travel_Frequently,28,Medium,3,Low,10266,19,0,No,4,22,18,13,13,11,High,5,Best,Very High,No
1,574,Research & Development,Manufacturing Director,Female,47,Divorced,College,Medical,Travel_Rarely,2,High,2,Very High,5070,13,3,No,5,20,5,0,0,4,Low,2,Better,High,No
1,575,Research & Development,Research Director,Male,46,Married,Bachelor,Life Sciences,Travel_Rarely,2,High,4,High,17861,13,0,No,6,26,3,2,0,1,Low,2,Bad,High,No
1,577,Research & Development,Laboratory Technician,Male,35,Single,Bachelor,Life Sciences,Travel_Rarely,22,Low,1,High,4230,15,0,No,0,6,5,4,4,3,Very High,2,Better,High,No
1,578,Research & Development,Laboratory Technician,Female,54,Single,Master,Life Sciences,Travel_Rarely,8,High,2,High,3780,11,0,No,7,19,1,0,0,0,High,3,Better,High,No
1,579,Research & Development,Research Scientist,Male,34,Divorced,Master,Life Sciences,Travel_Rarely,2,Medium,1,High,2768,12,1,No,3,14,7,3,5,7,Very High,3,Better,High,No
1,580,Sales,Sales Executive,Female,46,Married,Bachelor,Marketing,Travel_Rarely,10,Medium,3,Very High,9071,19,1,Yes,2,15,3,2,1,2,High,3,Better,High,No
1,581,Research & Development,Manufacturing Director,Male,31,Divorced,Below College,Life Sciences,Travel_Rarely,9,High,3,Medium,10648,25,1,No,1,13,13,8,0,8,High,6,Best,Very High,No
1,582,Research & Development,Manager,Male,33,Married,Below College,Medical,Travel_Rarely,15,High,3,High,13610,12,0,Yes,7,15,7,6,7,7,Medium,2,Bad,Low,Yes
1,584,Research & Development,Laboratory Technician,Male,33,Divorced,Below College,Medical,Travel_Rarely,10,Low,1,Very High,3408,13,3,No,7,8,4,3,1,3,Low,2,Better,Low,Yes
1,585,Sales,Sales Representative,Male,30,Single,Below College,Marketing,Travel_Rarely,7,High,1,Medium,2983,14,0,No,0,4,3,2,1,2,Very High,3,Better,Low,No
1,586,Research & Development,Healthcare Representative,Male,35,Married,Bachelor,Life Sciences,Travel_Rarely,16,High,3,High,7632,12,0,Yes,4,10,8,7,0,0,Very High,2,Better,High,No
1,587,Research & Development,Healthcare Representative,Male,31,Married,Bachelor,Life Sciences,Travel_Frequently,20,High,3,High,9824,12,0,No,3,12,1,0,0,0,Low,2,Better,Low,Yes
1,590,Human Resources,Human Resources,Female,34,Divorced,Bachelor,Human Resources,Travel_Frequently,23,High,3,Low,9950,15,3,Yes,9,11,3,2,0,2,Medium,2,Better,Low,Yes
1,591,Research & Development,Laboratory Technician,Male,42,Married,College,Other,Travel_Frequently,5,High,1,High,2093,17,1,No,4,8,2,2,2,0,Medium,4,Better,Very High,No
1,592,Sales,Sales Executive,Male,36,Single,Master,Medical,Non-Travel,10,High,3,Very High,9980,14,0,No,1,10,10,3,9,7,Medium,3,Good,Very High,No
1,593,Research & Development,Laboratory Technician,Male,22,Single,Below College,Technical Degree,Travel_Frequently,4,Medium,1,High,3894,16,0,No,5,4,2,2,1,2,High,3,Bad,Low,Yes
1,595,Sales,Sales Executive,Female,48,Married,Doctor,Marketing,Travel_Rarely,2,High,2,Very High,4051,14,1,No,2,14,9,7,6,7,Medium,2,Better,Low,No
1,597,Sales,Manager,Female,55,Single,Doctor,Life Sciences,Travel_Rarely,18,High,4,Medium,16835,23,0,No,3,37,10,9,7,7,Low,2,Better,Very High,No
1,599,Sales,Sales Executive,Male,41,Single,College,Life Sciences,Non-Travel,10,High,2,Very High,6230,14,0,No,7,16,14,3,1,10,Very High,3,Better,Very High,No
1,600,Sales,Sales Executive,Male,35,Married,Bachelor,Marketing,Travel_Rarely,1,High,2,High,4717,11,0,No,9,15,11,9,6,9,Medium,2,Better,High,No
1,601,Research & Development,Manufacturing Director,Female,40,Single,Bachelor,Life Sciences,Travel_Rarely,6,High,4,High,13237,15,0,No,7,22,20,6,5,13,Medium,3,Better,High,No
1,602,Research & Development,Laboratory Technician,Female,39,Married,Below College,Life Sciences,Travel_Frequently,8,High,1,High,3755,11,1,No,1,8,8,3,0,7,High,3,Better,Low,No
1,604,Sales,Sales Executive,Male,31,Single,Below College,Life Sciences,Travel_Rarely,2,High,2,Very High,6582,13,0,Yes,4,10,6,5,0,5,Medium,2,Best,High,No
1,605,Research & Development,Manufacturing Director,Male,42,Married,Bachelor,Medical,Travel_Rarely,24,High,3,Low,7406,21,1,Yes,1,10,10,9,5,8,Very High,5,Good,Very High,No
1,606,Sales,Sales Executive,Male,45,Married,Bachelor,Other,Travel_Rarely,2,High,2,Medium,4805,19,1,No,0,9,8,7,3,7,Very High,3,Best,Medium,No
1,608,Human Resources,Human Resources,Female,26,Divorced,Master,Life Sciences,Travel_Frequently,17,High,1,High,2741,11,1,Yes,0,8,7,7,1,0,Medium,2,Good,Medium,Yes
1,611,Research & Development,Manufacturing Director,Male,29,Divorced,Bachelor,Technical Degree,Travel_Rarely,19,High,2,Very High,4262,12,2,No,4,8,3,2,1,2,Very High,2,Best,Medium,No
1,612,Research & Development,Research Director,Female,33,Divorced,Doctor,Medical,Travel_Rarely,1,Very High,4,High,16184,19,1,No,4,10,6,1,0,5,Low,2,Better,High,No
1,613,Sales,Manager,Male,31,Divorced,Bachelor,Life Sciences,Travel_Rarely,7,Medium,3,Very High,11557,21,1,No,9,10,5,4,0,1,High,3,Good,High,No
1,614,Sales,Sales Representative,Male,18,Single,Bachelor,Marketing,Travel_Frequently,5,High,1,Medium,1878,14,0,Yes,1,0,0,0,0,0,Medium,3,Better,Medium,Yes
1,615,Sales,Sales Executive,Male,40,Divorced,Bachelor,Other,Non-Travel,28,Low,3,Low,10932,15,1,No,3,20,1,0,0,1,High,2,Better,High,No
1,616,Research & Development,Healthcare Representative,Female,41,Single,Master,Other,Non-Travel,2,Medium,2,High,6811,17,0,Yes,2,10,8,7,0,7,Low,3,Better,Low,No
1,618,Sales,Sales Executive,Male,26,Divorced,College,Medical,Travel_Rarely,29,High,2,High,4306,12,2,No,5,8,0,0,0,0,Low,5,Better,Low,No
1,620,Sales,Sales Executive,Female,35,Single,Bachelor,Medical,Travel_Rarely,1,High,2,High,4859,16,0,No,1,5,5,4,0,3,Low,3,Better,Very High,No
1,621,Sales,Sales Executive,Male,34,Single,Master,Life Sciences,Travel_Rarely,21,Very High,2,Very High,5337,12,0,No,1,10,10,7,5,7,Very High,3,Better,Very High,No
1,622,Research & Development,Laboratory Technician,Male,26,Single,Bachelor,Technical Degree,Travel_Rarely,24,Low,1,Very High,2340,18,0,Yes,1,1,1,0,0,0,High,3,Bad,Medium,Yes
1,623,Research & Development,Manufacturing Director,Female,37,Single,Bachelor,Technical Degree,Travel_Rarely,1,High,3,Very High,7491,17,0,No,4,12,6,5,1,2,Medium,3,Best,Very High,No
1,624,Research & Development,Healthcare Representative,Female,46,Married,Below College,Medical,Travel_Frequently,18,High,3,High,10527,11,0,No,5,28,2,2,1,2,Low,3,Good,Very High,No
1,625,Sales,Manager,Female,41,Married,Doctor,Life Sciences,Travel_Rarely,2,High,4,Low,16595,16,1,No,7,22,18,16,11,8,Medium,2,Better,Medium,No
1,626,Sales,Sales Executive,Male,37,Divorced,Master,Medical,Non-Travel,9,High,3,Medium,8834,13,1,No,1,9,9,5,7,7,Low,6,Better,Very High,No
1,630,Research & Development,Research Scientist,Male,52,Divorced,College,Technical Degree,Travel_Rarely,6,High,2,Low,5577,12,2,Yes,3,18,10,9,6,9,Very High,3,Better,Medium,No
1,631,Sales,Sales Executive,Male,32,Married,Master,Other,Non-Travel,11,Very High,2,High,4707,12,0,No,8,6,4,2,1,2,Very High,2,Better,Medium,Yes
1,632,Sales,Sales Representative,Male,24,Married,Bachelor,Medical,Travel_Frequently,24,High,1,Very High,2400,13,2,No,0,3,2,2,2,1,Very High,3,Better,High,No
1,634,Research & Development,Healthcare Representative,Female,38,Married,Bachelor,Medical,Travel_Rarely,10,High,2,High,9824,19,1,No,3,18,1,0,0,0,High,4,Better,High,No
1,635,Research & Development,Manufacturing Director,Female,37,Married,Master,Life Sciences,Travel_Rarely,1,High,2,Medium,6447,12,1,No,6,8,6,5,4,3,Medium,2,Good,Medium,No
1,638,Research & Development,Research Director,Male,49,Divorced,Master,Life Sciences,Travel_Rarely,18,Medium,5,High,19502,17,1,Yes,1,31,31,9,0,9,Very High,5,Better,High,No
1,639,Research & Development,Research Scientist,Male,24,Married,Bachelor,Medical,Travel_Rarely,23,Very High,1,Very High,2725,11,2,Yes,1,6,6,5,1,4,Medium,3,Better,Medium,No
1,641,Sales,Sales Executive,Male,26,Married,College,Marketing,Travel_Rarely,28,High,2,Medium,6272,20,2,No,1,6,5,3,1,4,Low,5,Best,Very High,No
1,643,Research & Development,Laboratory Technician,Male,24,Married,College,Other,Travel_Rarely,17,Medium,1,Medium,2127,21,1,No,1,1,1,0,0,0,Very High,2,Better,Very High,No
1,644,Human Resources,Manager,Male,50,Married,Bachelor,Medical,Travel_Frequently,3,High,5,Medium,18200,11,1,No,1,32,32,5,10,7,Low,2,Better,High,No
1,645,Sales,Sales Representative,Male,25,Married,Below College,Medical,Travel_Rarely,13,High,1,High,2096,11,0,No,1,7,7,4,0,6,Medium,1,Better,High,No
1,647,Research & Development,Laboratory Technician,Female,24,Married,Bachelor,Life Sciences,Travel_Frequently,7,High,1,High,2886,16,1,Yes,1,6,6,3,1,2,Low,4,Better,Medium,Yes
1,648,Sales,Sales Representative,Male,30,Married,Master,Life Sciences,Travel_Frequently,12,Medium,1,Low,2033,18,1,No,1,1,1,0,0,0,Medium,2,Best,Medium,Yes
1,649,Research & Development,Research Scientist,Male,34,Married,College,Life Sciences,Travel_Rarely,1,Medium,1,Very High,3622,13,1,Yes,1,6,6,5,1,3,Medium,3,Better,Very High,No
1,650,Sales,Sales Executive,Male,31,Divorced,Master,Medical,Travel_Rarely,13,High,2,Low,4233,17,0,No,2,9,3,1,1,2,Medium,2,Bad,High,Yes
1,652,Research & Development,Laboratory Technician,Male,35,Single,College,Other,Travel_Rarely,25,Medium,2,Very High,3681,14,0,No,4,9,3,2,0,2,Low,3,Better,Very High,No
1,653,Sales,Sales Executive,Male,31,Divorced,Master,Medical,Travel_Rarely,6,Very High,2,Very High,5460,22,2,No,4,13,7,7,5,7,Low,4,Best,Very High,No
1,655,Research & Development,Research Scientist,Female,27,Divorced,Master,Medical,Travel_Rarely,6,Medium,1,High,2187,12,2,No,0,6,5,3,0,3,Low,5,Good,High,No
1,656,Sales,Sales Executive,Male,37,Married,Bachelor,Marketing,Travel_Rarely,2,High,2,High,9602,11,1,Yes,4,17,3,0,1,0,Very High,3,Good,High,No
1,657,Research & Development,Research Scientist,Female,20,Single,Bachelor,Life Sciences,Travel_Rarely,1,Medium,1,Medium,2836,13,0,No,1,1,1,0,0,0,Very High,0,Best,Very High,No
1,659,Research & Development,Healthcare Representative,Female,42,Married,Master,Life Sciences,Travel_Rarely,2,High,2,Very High,4089,13,2,No,1,10,10,2,2,2,High,4,Better,Medium,No
1,661,Research & Development,Research Director,Male,43,Divorced,Master,Other,Travel_Rarely,6,Medium,4,Very High,16627,14,1,Yes,4,21,1,0,0,0,Medium,3,Good,High,No
1,662,Research & Development,Research Scientist,Female,38,Single,Below College,Life Sciences,Travel_Rarely,1,High,1,Low,2619,17,0,No,3,8,0,0,0,0,High,3,Good,Very High,No
1,663,Research & Development,Laboratory Technician,Male,43,Divorced,Doctor,Medical,Travel_Frequently,9,High,2,High,5679,13,1,Yes,3,10,8,7,4,7,Very High,3,Better,Medium,No
1,664,Research & Development,Manager,Female,48,Married,Master,Life Sciences,Travel_Rarely,1,Medium,4,Low,15402,11,1,No,7,21,3,2,0,2,Very High,3,Bad,Low,No
1,665,Human Resources,Human Resources,Female,44,Single,Master,Life Sciences,Travel_Rarely,1,Medium,2,High,5985,11,0,No,4,10,2,2,0,2,Low,1,Best,Medium,No
1,666,Sales,Sales Representative,Female,34,Divorced,Bachelor,Technical Degree,Travel_Rarely,14,High,1,High,2579,18,2,Yes,1,8,8,2,0,6,High,3,Better,Very High,No
1,667,Sales,Sales Representative,Male,27,Divorced,Below College,Marketing,Travel_Rarely,2,High,1,Low,3041,11,1,No,0,5,4,3,0,2,High,3,Bad,Medium,Yes
1,669,Sales,Sales Representative,Male,21,Single,Below College,Technical Degree,Travel_Rarely,22,High,1,High,3447,11,0,No,1,3,3,2,1,2,High,2,Better,High,No
1,671,Research & Development,Manager,Male,44,Married,Master,Other,Travel_Rarely,3,High,5,Very High,19513,12,1,Yes,4,26,2,2,0,1,Very High,2,Best,Low,No
1,675,Research & Development,Research Scientist,Male,22,Married,Below College,Medical,Travel_Rarely,6,High,1,High,2773,20,0,No,0,3,2,2,2,2,Low,3,Better,Very High,No
1,677,Sales,Sales Executive,Male,33,Divorced,Master,Marketing,Travel_Rarely,8,High,2,High,7104,12,0,No,0,6,5,0,1,2,High,3,Better,Very High,No
1,679,Research & Development,Research Scientist,Female,32,Married,Master,Life Sciences,Travel_Rarely,9,High,2,Very High,6322,12,1,Yes,1,6,6,4,0,5,Low,2,Good,Very High,No
1,680,Research & Development,Research Scientist,Female,30,Divorced,Bachelor,Medical,Travel_Frequently,3,High,1,High,2083,20,1,No,1,1,1,0,0,0,High,2,Better,High,No
1,682,Sales,Sales Executive,Female,53,Single,Below College,Medical,Travel_Rarely,1,High,2,Low,8381,20,0,No,7,18,14,7,8,10,Very High,2,Best,Very High,No
1,683,Research & Development,Research Scientist,Male,34,Married,Doctor,Life Sciences,Travel_Rarely,1,High,1,Very High,2691,12,1,No,1,10,10,9,8,8,Medium,4,Good,Very High,No
1,684,Sales,Sales Executive,Female,45,Married,Master,Life Sciences,Travel_Frequently,26,High,2,Low,4286,14,2,No,2,5,1,1,0,0,Low,4,Bad,Medium,Yes
1,686,Research & Development,Laboratory Technician,Female,26,Married,Bachelor,Life Sciences,Travel_Rarely,6,High,1,Very High,2659,13,1,Yes,1,3,3,2,0,2,High,2,Better,High,No
1,689,Research & Development,Manufacturing Director,Male,37,Married,Bachelor,Other,Travel_Rarely,3,High,3,High,9434,15,1,No,1,10,10,7,7,8,High,2,Better,High,No
1,690,Sales,Sales Executive,Female,29,Married,College,Medical,Travel_Rarely,3,High,2,High,5561,14,1,No,1,6,6,0,1,2,Medium,5,Good,Low,No
1,691,Research & Development,Research Scientist,Male,35,Single,Master,Life Sciences,Travel_Rarely,6,Low,2,Very High,6646,13,0,No,1,17,17,11,11,8,Medium,3,Better,Medium,No
1,692,Research & Development,Healthcare Representative,Male,33,Divorced,Bachelor,Life Sciences,Travel_Frequently,6,High,2,Very High,7725,23,1,No,3,15,13,11,4,7,High,2,Bad,High,No
1,698,Human Resources,Human Resources,Male,54,Married,Master,Medical,Travel_Rarely,19,High,3,Medium,10725,15,1,No,2,16,9,7,7,1,High,1,Best,High,No
1,699,Research & Development,Manufacturing Director,Male,36,Divorced,College,Medical,Travel_Rarely,9,Medium,2,Medium,8847,11,1,Yes,2,13,3,2,0,2,Medium,2,Better,High,No
1,700,Research & Development,Research Scientist,Male,27,Single,Master,Medical,Travel_Rarely,3,Medium,1,Very High,2045,13,0,No,0,5,4,2,1,1,Low,0,Better,Very High,No
1,701,Research & Development,Research Scientist,Male,20,Single,Below College,Medical,Travel_Rarely,10,High,1,High,1009,11,0,Yes,1,1,1,0,1,1,Very High,5,Bad,Medium,Yes
1,702,Research & Development,Research Scientist,Male,33,Single,Bachelor,Life Sciences,Travel_Frequently,3,High,1,Low,3348,11,0,Yes,1,10,10,8,9,7,Low,3,Bad,Low,Yes
1,704,Research & Development,Laboratory Technician,Male,35,Married,Bachelor,Life Sciences,Non-Travel,3,Medium,1,High,1281,18,2,No,1,1,1,0,0,0,High,3,Better,High,No
1,705,Research & Development,Research Scientist,Male,23,Married,Bachelor,Medical,Travel_Rarely,4,Very High,1,Low,2819,16,1,No,2,5,3,2,0,2,Low,3,Best,Low,No
1,707,Sales,Sales Executive,Male,25,Married,Bachelor,Life Sciences,Travel_Rarely,8,Very High,2,Medium,4851,22,1,No,0,4,3,2,1,2,Very High,4,Better,High,No
1,709,Sales,Sales Executive,Female,38,Single,Master,Marketing,Travel_Rarely,7,Medium,2,Very High,4028,20,0,No,0,8,7,7,0,5,Very High,2,Better,Low,No
1,710,Research & Development,Research Scientist,Male,29,Divorced,Master,Life Sciences,Travel_Frequently,1,Low,1,Very High,2720,18,1,No,1,10,10,7,2,8,Medium,5,Better,Very High,No
1,712,Sales,Sales Executive,Male,48,Married,Below College,Marketing,Travel_Rarely,2,Very High,2,Medium,8120,12,0,No,3,12,2,2,2,2,Medium,3,Better,Very High,No
1,714,Sales,Sales Executive,Female,27,Divorced,Below College,Medical,Travel_Frequently,3,Very High,2,Very High,4647,20,2,Yes,1,6,6,5,0,4,Very High,3,Better,Medium,No
1,715,Research & Development,Research Scientist,Male,37,Single,College,Life Sciences,Travel_Rarely,10,Very High,1,Very High,4680,17,0,No,3,4,1,0,0,0,Very High,2,Better,Low,No
1,716,Research & Development,Laboratory Technician,Male,50,Married,Below College,Medical,Travel_Rarely,28,Very High,1,High,3221,11,3,Yes,1,20,20,8,3,8,Very High,3,Better,High,No
1,717,Research & Development,Healthcare Representative,Female,34,Single,Bachelor,Medical,Travel_Rarely,9,Medium,3,Medium,8621,14,0,No,1,9,8,7,7,7,Very High,3,Best,Medium,No
